ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Site,Other - Site,Wetland ID,Start time,Air temperature (C),Relative humidity (%),Wind speed (m/s),Wetland area ponded (%),Max water depth (cm),Canopy closure (%),Emergent vegetation (%),Additional notes on wetland conditions,Did you detect any amphibians?,Species 1 observed,Species 1 life stage,Other - Species 1 life stage,Species 1 sweeps to first detection,Species 2 observed,Species 2 life stage,Other - Species 2 life stage,Species 2 sweeps to first detection,Species 3 observed,Species 3 life stage,Other - Species 3 life stage,Species 3 sweeps to first detection,Species 4 observed,Species 4 life stage,Other - Species 4 life stage,Species 4 sweeps to first detection,Species 5 observed,Species 5 life stage,Other - Species 5 life stage,Species 5 sweeps to first detection,Species 6 observed,Species 6 life stage,Other - Species 6 life stage,Species 6 sweeps to first detection,Species 7 observed,Species 7 life stage,Other - Species 7 life stage,Species 7 sweeps to first detection,Species 8 observed,Species 8 life stage,Other - Species 8 life stage,Species 8 sweeps to first detection,Species 9 observed,Species 9 life stage,Other - Species 9 life stage,Species 9 sweeps to first detection,Species 10 observed,Species 10 life stage,Other - Species 10 life stage,Species 10 sweeps to first detection,Species 11 observed,Species 11 life stage,Other - Species 11 life stage,Species 11 sweeps to first detection,Species 12 observed,Species 12 life stage,Other - Species 12 life stage,Species 13 observed,Species 13 life stage,Other - Species 13 life stage,Species 13 sweeps to first detection,Species 14 observed,Species 14 life stage,Other - Species 14 life stage,Species 14 sweeps to first detection,Species 15 observed,Species 15 life stage,Other - Species 15 life stage,Species 15 sweeps to first detection,Sweeps to first dragonfly nymph detection ,Sweeps to first larval Dytiscid detection,Sweeps to first adult Dytiscid detection,Sweeps to first giant water bug detection,Sweeps to first crayfish detection,Sweeps to first mosquitofish detection,Sweeps to first sunfish detection,Sweeps to first warmouth detection,Sweeps to first [other] fish detection,End time,Total number of sweeps,Notes,Animal Detection Form,Did you check the ARD?,ARD Actions,ARD Notes,Did you dipnet the wetland?,x,y
362,269c950e-6109-48cd-93a3-555b20cac2a5,5/16/2024 3:43:39 AM,agc93487_USG,5/16/2024 3:43:39 AM,agc93487_USG,5/15/2024 5:00:00 PM,other,Andie Crenshaw and Cassandra ,Alapaha River WMA,,8,13:02,27,63,0.5,30,55,75-100,75-100,,Yes,Acris gryllus,calling adult,,3,Rana sphenocephala,adult,,5,Acris gryllus,adult,,77,Rana sphenocephala,larvae,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,41,,55,,,,,,13:36,102,,,Yes,Changed_SD_card,,Yes,-83.3590715938093,31.5265712701078
363,494ae3aa-a0fb-4e17-95eb-39f6c854005f,5/16/2024 3:43:52 AM,agc93487_USG,5/16/2024 3:43:52 AM,agc93487_USG,5/15/2024 6:45:00 PM,other,Andie Crenshaw and Cassandra,Alapaha River WMA,,10,15:44,30,55,2.5,100,25,51-75,75-100,,Yes,Gastrophryne carolinensis,calling adult,,1,Acris gryllus,calling adult,,1,Pseudacris ocularis,adult,,4,Hyla femoralis,larvae,,5,Acris gryllus,adult,,8,Pseudacris ocularis,larvae,,9,Rana clamitans,calling adult,,14,Pseudacris ocularis,calling adult,,14,Gastrophryne carolinensis,egg,,24,,,,,,,,,,,,,,,,,,,,,,,,29,6,5,8,,,,,,16:12,57,,,Yes,Changed_SD_card,,Yes,-83.3624906775934,31.5284443757941
364,2e008edc-1639-4f44-a9b3-2d9e1028ab4e,5/16/2024 3:43:58 AM,agc93487_USG,5/16/2024 3:43:58 AM,agc93487_USG,5/15/2024 11:09:00 PM,other,Andie Crenshaw and Roxanne,Alapaha River WMA,,32,19:10,28,57,3.2,75,30,26-50,26-50,,Yes,Gastrophryne carolinensis,calling adult,,0,Pseudacris ocularis,larvae,,2,Acris gryllus,calling adult,,3,Pseudacris ocularis,calling adult,,42,Hyla femoralis,larvae,,62,Gastrophryne carolinensis,egg,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,19:38,132,,,Yes,Changed_SD_card,,Yes,-83.353533033375,31.509188053977
365,b8309b71-08de-4333-a1ed-36258162ecd0,5/16/2024 11:22:22 AM,hac52320_USG,5/16/2024 11:22:22 AM,hac52320_USG,5/15/2024 2:34:00 PM,other,"Hadley, Sam AF",Alapaha River WMA,,42,10:42,28,818080,0,100,80,75-100,75-100,,Yes,Acris gryllus,calling adult,,7,Rana sphenocephala,larvae,,12,Acris gryllus,larvae,,13,Rana clamitans,calling adult,,22,Hyla chrysoscelis,adult,,23,Hyla femoralis,larvae,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,8,7,,,,23,11:14,28,Water scorpion sweep 26,,Yes,Changed_SD_card,,Yes,-83.34162235,31.49734228
366,86d1d0bf-b215-40cd-96a1-34decc25c6ee,5/16/2024 11:22:25 AM,hac52320_USG,5/16/2024 11:22:25 AM,hac52320_USG,5/15/2024 4:59:00 PM,"other,Jade_Samples","Hadley, Sam AF",Alapaha River WMA,,39,13:09,30,62,3.8,100,74,51-75,75-100,,Yes,Gastrophryne carolinensis,egg,,0,Pseudacris ocularis,calling adult,,0,Acris gryllus,calling adult,,1,Hyla gratiosa,larvae,,3,Hyla femoralis,larvae,,5,Hyla femoralis,juvenile,,34,Rana sphenocephala,adult,,41,Rana sphenocephala,larvae,,43,Hyla femoralis,egg,,51,Pseudacris ocularis,larvae,,53,,,,,,,,,,,,,,,,,,,,5,9,31,,,,,,,13:39,74,,,Yes,Changed_SD_card,,Yes,-83.35734383,31.49735647
367,515410f2-c3bb-4f3e-9785-0b7d7e44b365,5/16/2024 11:22:26 AM,hac52320_USG,5/16/2024 11:22:26 AM,hac52320_USG,5/15/2024 8:17:00 PM,"Jade_Samples,other","Hadley, Sam AF",Alapaha River WMA,,30,16:17,31,58,2.1,100,62,51-75,75-100,,Yes,Hyla gratiosa,larvae,,61,Acris gryllus,calling adult,,12,Acris gryllus,adult,,12,Gastrophryne carolinensis,calling adult,,13,Acris gryllus,larvae,,13,Hyla femoralis,larvae,,17,Rana grylio,larvae,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,52,,17,1,,,,,16:47,95,,,Yes,Changed_SD_card,,Yes,-83.34728913,31.51627087
368,87729f82-ba01-455a-8033-ba9171fc4cbd,5/16/2024 11:22:31 AM,hac52320_USG,5/16/2024 11:22:31 AM,hac52320_USG,5/15/2024 9:04:00 PM,"Jade_Samples,other","Hadley, Sam AF",Alapaha River WMA,,31,17:06,30,55,1.3,100,55,75-100,75-100,,Yes,Gastrophryne carolinensis,calling adult,,1,Rana sphenocephala,larvae,,1,Acris gryllus,calling adult,,27,Hyla femoralis,larvae,,31,Hyla gratiosa,larvae,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,20,6,,,,,,,17:35,40,,,Yes,Changed_SD_card,,Yes,-83.3470899,31.51451464
369,570d4945-d2bb-4856-9c75-edab767daea2,5/16/2024 11:22:34 AM,hac52320_USG,5/16/2024 11:22:34 AM,hac52320_USG,5/15/2024 11:05:00 PM,"Jade_Samples,other","Hadley, Sam AF",Alapaha River WMA,,32,19:08,28,57,3.2,95,48,75-100,6-25,,Yes,Gastrophryne carolinensis,calling adult,,0,Pseudacris ocularis,calling adult,,0,Acris gryllus,calling adult,,0,Hyla chrysoscelis,larvae,,33,Acris gryllus,adult,,39,Hyla femoralis,egg,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,30,,,,,,19:38,91,Lots of fairy shrimp,,Yes,Changed_SD_card,,Yes,-83.35314747,31.50960494
373,a40a9696-7685-4b0c-abdd-ce05cb8bfb48,5/16/2024 5:46:10 PM,kfh39602_USG,5/16/2024 5:46:10 PM,kfh39602_USG,5/15/2024 2:37:00 PM,"Kristina_Hefferle,other",Andie Crenshaw ,Alapaha River WMA,,29,11:37,31,59,0.5,80,20,51-75,75-100,,Yes,Acris gryllus,calling adult,,1,Rana sphenocephala,larvae,,7,Acris gryllus,larvae,,9,Rana clamitans,calling adult,,13,Hyla gratiosa,egg,,30,Pseudacris ocularis,larvae,,31,Hyla femoralis,larvae,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,16,,18,,,,,11:07,112,"Eggs found seem like some sort of hylid, unsure of species ",,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3535035754092,31.5158928769346
374,2fa70958-a631-483e-80db-e8fcb6afaf1d,5/16/2024 5:46:18 PM,kfh39602_USG,5/16/2024 5:46:18 PM,kfh39602_USG,5/15/2024 7:39:00 PM,Kristina_Hefferle,,Alapaha River WMA,,10,15:43,30,55,2.5,100,30,51-75,75-100,,Yes,Acris gryllus,calling adult,,5,Hyla femoralis,larvae,,25,Gastrophryne carolinensis,calling adult,,29,Acris gryllus,adult,,31,Hyla gratiosa,larvae,,50,Rana clamitans,calling adult,,75,Gastrophryne carolinensis,egg,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,24,,,,,,,16:13,124,Fairy shrimp ,,Yes,Changed_SD_card,,Yes,-83.362083725506,31.5289057576898
375,14cb433f-f1df-4e37-b5b9-720ae6e32093,5/16/2024 5:46:29 PM,kfh39602_USG,5/16/2024 5:46:29 PM,kfh39602_USG,5/15/2024 8:39:00 PM,"Kristina_Hefferle,other",Roxana Pena,Alapaha River WMA,,15,16:40,30,55,0,100,95,51-75,75-100,"Dead possum, transplanted pitcher plants ",Yes,Acris gryllus,calling adult,,1,Hyla gratiosa,larvae,,3,Pseudacris ocularis,calling adult,,4,Rana clamitans,calling adult,,6,Gastrophryne carolinensis,calling adult,,10,Hyla femoralis,larvae,,11,Anaxyrus quercicus,calling adult,,55,Hyla femoralis,egg,,104,Acris gryllus,adult,,124,,,,,,,,,,,,,,,,,,,,,,,,3,55,29,,,,,,,17:10,134,,,Yes,Changed_SD_card,,Yes,-83.3802549301346,31.5241759480146
376,de18560f-4bea-43de-b2b3-a2354c62150a,5/16/2024 5:46:35 PM,kfh39602_USG,5/16/2024 5:46:35 PM,kfh39602_USG,5/15/2024 9:40:00 PM,"Kristina_Hefferle,other",Roxana Pena,Alapaha River WMA,,18,17:42,28,53,1,100,65,6-25,51-75,,Yes,Acris gryllus,calling adult,,1,Rana sphenocephala,larvae,,10,Hyla gratiosa,larvae,,21,Hyla femoralis,larvae,,24,Eurycea quadridigitata,larvae,,40,Gastrophryne carolinensis,calling adult,,41,Notophthalmus perstriatus,larvae,,49,Notophthalmus viridescens,larvae,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,24,,,,,18:12,107,1 adult striped newt and 9 larval striped newts ,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3672166365032,31.5199045743421
377,103844f9-0ccd-4001-bd7a-c93b9591b929,5/16/2024 5:46:42 PM,kfh39602_USG,5/16/2024 5:46:42 PM,kfh39602_USG,5/15/2024 11:11:00 PM,"Eva_Kerr,Kristina_Hefferle",,Alapaha River WMA,,32,19:11,28,54,0.9,95,48,75-100,6-25,,Yes,Hyla femoralis,larvae,,1,Gastrophryne carolinensis,calling adult,,1,Acris gryllus,calling adult,,13,Pseudacris ocularis,calling adult,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,29,,,,,,19:39,107,Fairy shrimp ,,Yes,Changed_SD_card,,Yes,-83.3529694175827,31.5094864537469
381,07d0849f-3b0d-455c-a126-7986c16e3f3a,5/16/2024 11:55:53 PM,jas16028_USG,5/16/2024 11:55:53 PM,jas16028_USG,5/15/2024 2:33:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,42,10:42,28,70,1.7,100,90,75-100,75-100,,Yes,Acris gryllus,calling adult,,0,Hyla femoralis,larvae,,57,Rana clamitans,calling adult,,74,Rana sphenocephala,larvae,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,20,,12,,,,,11:12,87,,,Yes,Changed_SD_card,,Yes,-83.3423778656088,31.4970472749961
382,3f412230-6628-42d6-8741-03fcefba095f,5/16/2024 11:55:55 PM,jas16028_USG,5/16/2024 11:55:55 PM,jas16028_USG,5/15/2024 3:40:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,41,11:43,27,66,4,100,35,75-100,51-75,,Yes,Acris gryllus,calling adult,,,Rana sphenocephala,larvae,,3,Gastrophryne carolinensis,egg,,26,Hyla femoralis,adult,,34,Hyla femoralis,larvae,,39,Rana sphenocephala,adult,,58,Hyla squirella,larvae,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,8,19,13,,,,,,12:13,86,"Water scorpion sweep48
",,Yes,Changed_SD_card,,Yes,-83.3472242923098,31.4989395910879
383,853a2cee-6cda-433b-94d5-d542d4e76112,5/16/2024 11:55:57 PM,jas16028_USG,5/16/2024 11:55:57 PM,jas16028_USG,5/15/2024 4:57:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,39,13:09,29,62,3.2,100,80,26-50,51-75,,Yes,Pseudacris ocularis,calling adult,,0,Gastrophryne carolinensis,egg,,0,Acris gryllus,calling adult,,0,Hyla gratiosa,larvae,,6,Rana catesbeiana,calling adult,,6,Pseudacris ocularis,larvae,,8,Hyla femoralis,larvae,,40,Rana sphenocephala,larvae,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,35,,,,,,,13:39,92,,,Yes,Changed_SD_card,,Yes,-83.3596428350428,31.4973805731734
384,291ff9ce-9a19-48b9-9c24-bb1306515e67,5/16/2024 11:55:58 PM,jas16028_USG,5/16/2024 11:55:58 PM,jas16028_USG,5/15/2024 5:54:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,43,14:06,29,63,1.8,100,5022,75-100,75-100,,Yes,Gastrophryne carolinensis,larvae,,1,Acris gryllus,calling adult,,1,Pseudacris ornata,juvenile,,1,Hyla femoralis,larvae,,4,Hyla gratiosa,larvae,,13,Rana sphenocephala,larvae,,44,Rana catesbeiana,calling adult,,46,Rana capito,egg,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,12,50,,,,,,,,"Fairy shrimp 31, hylid egg mass 45, ",,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3608837456211,31.4946938465001
385,85040a56-6567-4bdf-8576-80b8109e218b,5/16/2024 11:56:00 PM,jas16028_USG,5/16/2024 11:56:00 PM,jas16028_USG,5/15/2024 7:00:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,34,15:13,29,78,2.6,40,50,26-50,75-100,,Yes,Acris gryllus,calling adult,,2,Hyla femoralis,larvae,,4,Hyla gratiosa,larvae,,4,Acris gryllus,adult,,15,Rana sphenocephala,larvae,,41,Acris gryllus,larvae,,42,Pseudacris ocularis,juvenile,,46,Hyla femoralis,juvenile,,47,Rana clamitans,calling adult,,54,Anaxyrus quercicus,larvae,,60,,,,,,,,,,,,,,,,,,,,3,8,13,,,,,,,15:44,71,Fairy shrimp sweep18,,Yes,Changed_SD_card,,Yes,-83.3620106119296,31.5038829443264
386,82b5d455-d38f-4ef7-b735-820bdbd8751c,5/16/2024 11:56:02 PM,jas16028_USG,5/16/2024 11:56:02 PM,jas16028_USG,5/15/2024 8:05:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,30,16:18,31,58,2.1,100,58,51-75,75-100,,Yes,Acris gryllus,calling adult,,0,Hyla gratiosa,larvae,,10,Hyla femoralis,larvae,,11,Rana sphenocephala,larvae,,22,Rana grylio,larvae,,30,Rana catesbeiana,calling adult,,64,Gastrophryne carolinensis,calling adult,,69,Pseudacris ocularis,juvenile,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,24,5,,,,,16:48,117,,,Yes,Changed_SD_card,,Yes,-83.3476941484726,31.5162196466605
387,e21e48ad-714a-40c5-bbb4-69139107e1f3,5/16/2024 11:56:05 PM,jas16028_USG,5/16/2024 11:56:05 PM,jas16028_USG,5/15/2024 9:03:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,31,17:05,30,55,1.3,100,68,75-100,75-100,,Yes,Gastrophryne carolinensis,calling adult,,2,Acris gryllus,calling adult,,10,Hyla cinerea,calling adult,,10,Hyla femoralis,larvae,,21,Rana clamitans,calling adult,,29,Rana grylio,larvae,,29,Hyla chrysoscelis,larvae,,34,Rana grylio,larvae,,36,Hyla gratiosa,larvae,,42,Rana sphenocephala,larvae,,45,,,,,,,,,,,,,,,,,,,,,10,12,,,,,,,17:36,61,Fairy shrimp sweep29,,Yes,Changed_SD_card,,Yes,-83.3470763400752,31.5144641266331
388,bc3d8325-30c5-436c-8268-9890df0397db,5/16/2024 11:56:08 PM,jas16028_USG,5/16/2024 11:56:08 PM,jas16028_USG,5/15/2024 11:04:00 PM,"Mia_Cinello-Smith,other",Cole,Alapaha River WMA,,32,19:08,28,67,3.2,95,32,75-100,6-25,,Yes,Acris gryllus,calling adult,,0,Gastrophryne carolinensis,calling adult,,0,Pseudacris ocularis,calling adult,,4,Acris gryllus,adult,,27,Pseudacris ocularis,larvae,,26,Hyla chrysoscelis,larvae,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,13,,,,,,19:38,77,Fairy shrimp sweep 14,,Yes,Changed_SD_card,,Yes,-83.3531355797573,31.5095945853535
390,a288fd0b-92f7-4458-a671-815b3decc535,5/29/2024 7:16:06 PM,jas16028_USG,5/29/2024 7:16:06 PM,jas16028_USG,5/28/2024 2:19:00 PM,Mia_Cinello-Smith,,Alapaha River WMA,,49,10:25,26,80,4.2,100,94,0-5,75-100,,Yes,Acris gryllus,calling adult,,1,Acris gryllus,larvae,,21,Hyla gratiosa,larvae,,32,Acris gryllus,adult,,61,Hyla femoralis,larvae,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,39,11,,,,,,10:56,75,,,Yes,Changed_SD_card,,Yes,-84.5144469431116,31.2535029249497
397,d54ea320-d8e1-4435-a57d-fe2e2cece7d2,5/29/2024 7:16:43 PM,jas16028_USG,5/29/2024 7:16:43 PM,jas16028_USG,5/15/2024 3:41:00 PM,other,Sam Hadley,Alapaha River WMA,,41,11:42,27,67,4,100,65,75-100,51-75,,Yes,Rana sphenocephala,larvae,,1,Acris gryllus,calling adult,,4,Rana sphenocephala,adult,,10,Hyla chrysoscelis,larvae,,22,Pseudacris ocularis,larvae,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7,2,,,,,,,12:12,36,"Found water scorpion 14
Lots of fallen trees from storms",,Yes,Changed_SD_card,,Yes,-83.3472281322659,31.4989049127619
398,f9786576-f4e2-4769-a008-c7f98a1479b0,5/29/2024 7:16:46 PM,jas16028_USG,5/29/2024 7:16:46 PM,jas16028_USG,5/15/2024 6:06:00 PM,"Jade_Samples,other",Sam AF,Alapaha River WMA,,43,14:06,29,63,1.3,100,60,51-75,75-100,,Yes,Acris gryllus,calling adult,,1,Hyla femoralis,larvae,,1,Pseudacris ocularis,larvae,,1,Rana sphenocephala,larvae,,1,Acris gryllus,calling adult,,5,Pseudacris crucifer,juvenile,,5,Hyla gratiosa,larvae,,17,Pseudacris ocularis,calling adult,,29,Scaphiopus holbrookii,egg,,30,Acris gryllus,larvae,,26,,,,,,,,,,,,,,,,,,,,6,29,8,,,,,,,14:36,31,,,Yes,Changed_SD_card,,Yes,-83.3603799250753,31.4942963747601
399,9f609bb1-b152-4690-a17c-1384fc3241c2,5/29/2024 7:16:57 PM,jas16028_USG,5/29/2024 7:16:57 PM,jas16028_USG,5/15/2024 7:12:00 PM,other,Sam Hadley,Alapaha River WMA,,34,15:13,29,79,2.6,40,48,6-25,75-100,,Yes,Hyla femoralis,larvae,,1,Hyla gratiosa,larvae,,2,Pseudacris ocularis,larvae,,2,Hyla femoralis,egg,,4,Rana sphenocephala,larvae,,5,Acris gryllus,calling adult,,7,Notophthalmus viridescens,adult,,11,Hyla femoralis,juvenile,,23,Rana clamitans,calling adult,,29,Acris gryllus,adult,,31,Gastrophryne carolinensis,calling adult,,37,,,,,,,,,,,,,,,,2,,8,,,,,,,15:43,44,,,Yes,Changed_SD_card,,Yes,-83.3620947786452,31.5039079031269
411,77003b57-969f-4de7-99a7-6c9fd5285a22,6/19/2024 12:37:14 PM,eb85032_USG,6/19/2024 12:37:14 PM,eb85032_USG,6/18/2024 2:51:00 PM,other,Andie Crenshaw and Ellie Bond,Alapaha River WMA,,42,10:53,31,63,1.9,65,35,0-5,26-50,,No,Pseudacris ocularis,larvae,,5,Hyla femoralis,larvae,,9,Acris gryllus,calling adult,,1,Anaxyrus terrestris,larvae,,67,Hyla femoralis,juvenile,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,7,,,,,11:23,110,,,Yes,"Changed_SD_card,Retrieved_ARD_unit",,Yes,-83.3420321097042,31.4971522105085
412,6107ed81-867d-4cbd-8fa2-7aab8e3ce142,6/19/2024 12:37:20 PM,eb85032_USG,6/19/2024 12:37:20 PM,eb85032_USG,6/18/2024 4:56:00 PM,other,Ellie Bond & Andie Crenshaw,Alapaha River WMA,,39,13:01,30,619,2.9,60,43,0-5,6-25,"Species 5 leopard was dead
",Yes,Hyla femoralis,larvae,,5,Acris gryllus,larvae,,9,Acris gryllus,calling adult,,20,Hyla gratiosa,larvae,,100,Rana sphenocephala,larvae,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,13:30,125,,,Yes,Changed_SD_card,,Yes,-83.3596267884956,31.4973800363373
413,b7bf9d68-b3e0-4d19-8562-e5f83ec3ce91,6/19/2024 12:37:27 PM,eb85032_USG,6/19/2024 12:37:27 PM,eb85032_USG,6/18/2024 6:40:00 PM,other,Andie Crenshaw & Ellie Bond,Alapaha River WMA,,34,14:49,31,56,3.2,90,36,0-5,51-75,"
",Yes,Hyla gratiosa,juvenile,,5,Hyla femoralis,larvae,,6,Acris gryllus,calling adult,,7,Hyla gratiosa,larvae,,26,Hyla femoralis,juvenile,,31,Acris gryllus,adult,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,47,,,,,,,15:19,75,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3615108195285,31.5035006689074
414,122dcdad-def3-4f55-b39e-d16d3843e3b5,6/19/2024 12:37:37 PM,eb85032_USG,6/19/2024 12:37:37 PM,eb85032_USG,6/18/2024 8:32:00 PM,other,Andie Crenshaw & Ellie Bond,Alapaha River WMA,,31,16:33,31,55,2.4,90,30,6-25,51-75,,Yes,Hyla femoralis,larvae,,6,Acris gryllus,calling adult,,7,Rana sphenocephala,larvae,,8,,larvae,,39,Gastrophryne carolinensis,larvae,,51,Hyla chrysoscelis,larvae,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,59,,,,,,,17:04,71,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3469009310054,31.5143566812355
415,2545d60e-8bba-43b0-8410-76a6ee84f008,6/19/2024 9:59:15 PM,ek30648_USG,6/19/2024 9:59:15 PM,ek30648_USG,6/18/2024 2:53:00 PM,other,Sam AF ,Alapaha River WMA,,29,10:57,30,68,1.3,40,20,6-25,75-100,40,Yes,Rana sphenocephala,larvae,,1,Hyla femoralis,larvae,,4,Acris gryllus,larvae,,5,Acris gryllus,juvenile,,19,Acris gryllus,adult,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,31,,,,,,,11:28,39,,,Yes,Changed_SD_card,,Yes,-83.3536555688884,31.5154030941249
416,b7a99a1f-3c48-4a0e-8aeb-051f8113e94d,6/19/2024 9:59:17 PM,ek30648_USG,6/19/2024 9:59:17 PM,ek30648_USG,6/18/2024 3:36:00 PM,other,Roxana,Alapaha River WMA,,23,11:41,29,70,0.6,70,30,26-50,26-50,,Yes,Rana sphenocephala,larvae,,10,Acris gryllus,calling adult,,72,Acris gryllus,larvae,,101,Hyla femoralis,larvae,,169,Acris gryllus,juvenile,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,22,12:11,210,Fish is Pygmy sunfish,,Yes,"Changed_SD_card,Changed_batteries","


",Yes,-83.358495732078,31.5162665713026
417,a881b939-d7dc-446c-87f4-efadbd874373,6/19/2024 9:59:20 PM,ek30648_USG,6/19/2024 9:59:20 PM,ek30648_USG,6/18/2024 10:25:00 PM,"Eva_Kerr,other",Sam,Alapaha River WMA,,15,18:27,31,53,1.2,95,65,6-25,51-75,,Yes,Acris gryllus,adult,,7,Hyla gratiosa,larvae,,17,Rana clamitans,calling adult,,19,Acris gryllus,calling adult,,23,Acris gryllus,larvae,,59,Hyla femoralis,juvenile,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,,,,,18:57,89,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3807530386143,31.5246046569281
419,d44e17ef-fe39-479f-b61e-88cc1242fea3,6/19/2024 9:59:23 PM,ek30648_USG,6/19/2024 9:59:23 PM,ek30648_USG,6/19/2024 3:15:00 PM,Eva_Kerr,,Alapaha River WMA,,21,11:20,31,64,6.4,0,0,0-5,75-100,Dry,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Retrieved_ARD_unit,,No,-84.4370839704952,31.3015932362747
427,72d77269-b91f-499a-a3a1-70c6fe04cfe5,6/19/2024 11:03:03 PM,ek30648_USG,6/19/2024 11:03:03 PM,ek30648_USG,6/18/2024 3:35:00 PM,"Eva_Kerr,other",josie elliot,Alapaha River WMA,,23,11:41,29,70,0.6,70,40,75-100,6-25,,Yes,Acris gryllus,larvae,,2,Hyla femoralis,larvae,,7,Hyla femoralis,juvenile,,14,Rana clamitans,adult,,27,Scaphiopus holbrookii,larvae,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,,4,62,40,78,,,12:11,81,,,Yes,"Changed_batteries,Changed_SD_card",,Yes,-83.3567135851376,31.5161721369342
428,156e0220-c943-4f8b-b340-e60636a76202,6/19/2024 11:03:22 PM,ek30648_USG,6/19/2024 11:03:22 PM,ek30648_USG,6/18/2024 4:27:00 PM,other,josie,Alapaha River WMA,,20,12:31,30,61,0.7,85,40,26-50,75-100,,Yes,Acris gryllus,calling adult,,1,Acris gryllus,juvenile,,6,Acris gryllus,larvae,,8,Hyla gratiosa,larvae,,12,Hyla femoralis,juvenile,,42,Hyla femoralis,larvae,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,13:02,59,,,Yes,"Changed_SD_card,Changed_batteries",,Yes,-83.3561959569371,31.5229226892526
429,1a0d21cc-d02f-4a85-9279-9405d270104a,6/19/2024 11:03:24 PM,ek30648_USG,6/19/2024 11:03:24 PM,ek30648_USG,6/18/2024 5:04:00 PM,other,,Alapaha River WMA,,8,13:21,31,62,0.6,75,50,51-75,26-50,,Yes,Hyla femoralis,larvae,,10,Acris gryllus,adult,,1,Hyla gratiosa,larvae,,37,Rana catesbeiana,calling adult,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,30,,,,,,,13:06,182,,,Yes,"Changed_SD_card,Changed_batteries",dead,Yes,-83.3585362777293,31.5268840545606
